00000 TOP FRAG%%%%%NP 0.000225954658432 
00001 TOP SBAR 0.000577439682659 
00002 TOP SINV 0.0447390223695 
00003 TOP ADJP 0.000150636438955 
00004 TOP FRAG%%%%%ADVP 2.51060731591e-05 
00005 TOP PP 0.000451909316864 
00006 TOP NP%%%%%S 2.51060731591e-05 
00007 TOP UCP 0.000301272877909 
00008 TOP PRN 0.000225954658432 
00009 TOP FRAG%%%%%SBAR 7.53182194773e-05 
00010 TOP FRAG%%%%%PP 7.53182194773e-05 
00011 TOP NP 0.0321357736436 
00012 TOP X%%%%%ADVP 2.51060731591e-05 
00013 TOP X%%%%%SBARQ 2.51060731591e-05 
00014 TOP FRAG 0.00577439682659 
00015 TOP S%%%%%VP 0.000376591097386 
00016 TOP INTJ 0.000351485024227 
00017 TOP VP 0.000200848585273 
00018 TOP SBARQ 0.00321357736436 
00019 TOP X 0.000853606487409 
00020 TOP ADVP 0.000175742512114 
00021 TOP FRAG%%%%%WHADVP 2.51060731591e-05 
00022 TOP SQ 0.00241018302327 
00023 TOP S 0.907559438628 
12468 NNP Shell 0.000229593510157 
12469 NNP McInnes 2.18660485864e-05 
12470 NNP GENENTECH 1.09330242932e-05 
12471 NNP Factorex 1.09330242932e-05 
12472 NNP Dyk 1.09330242932e-05 
12473 NNP Gallagher 4.37320971727e-05 
12474 NNP Gain 1.09330242932e-05 
12475 NNP Task 7.65311700523e-05 
12476 NNP Scandinavia 3.27990728795e-05 
12477 NNP Stapleton 1.09330242932e-05 
12478 NNP Gabor 3.27990728795e-05 
12479 NNP Car 8.74641943454e-05 
12480 NNP Cap 0.000109330242932 
12481 NNP Adam 1.09330242932e-05 
12482 NNP J.D. 3.27990728795e-05 
12483 NNP Tass 6.55981457591e-05 
12484 NNP PRINCE 1.09330242932e-05 
12485 NNP Bick 2.18660485864e-05 
12486 NNP Summer 1.09330242932e-05 
12487 NNP Greenland 1.09330242932e-05 
12488 NNP Regulator 1.09330242932e-05 
12489 NNP Jihad 1.09330242932e-05 
12490 NNP Panamanian 3.27990728795e-05 
12491 NNP Autry 2.18660485864e-05 
12492 NNP Rubens 0.000142129315811 
12493 NNP Elkhorn 5.46651214659e-05 
12494 NNP BankWatch 1.09330242932e-05 
12495 NNP Darien 1.09330242932e-05 
12496 NNP Weekly 4.37320971727e-05 
12497 NNP Arts 4.37320971727e-05 
12498 NNP Consumers 1.09330242932e-05 
12499 NNP Vanourek 2.18660485864e-05 
12500 NNP Boulet 1.09330242932e-05 
12501 NNP Nihon 4.37320971727e-05 
12502 NNP Octel 6.55981457591e-05 
12503 NNP Minneapolis 0.00024052653445 
12504 NNP Wendy 4.37320971727e-05 
12505 NNP Owings 2.18660485864e-05 
12506 NNP Donahue 1.09330242932e-05 
12507 NNP Smale 2.18660485864e-05 
12508 NNP Drago 3.27990728795e-05 
12509 NNP Honeybee 1.09330242932e-05 
12510 NNP Babe 2.18660485864e-05 
12511 NNP Weisberg 2.18660485864e-05 
12512 NNP Truffaut 1.09330242932e-05 
12513 NNP Baby 6.55981457591e-05 
12514 NNP Brokerage 2.18660485864e-05 
12515 NNP Cartoon 1.09330242932e-05 
12516 NNP Buying 3.27990728795e-05 
12517 NNP Vantage 1.09330242932e-05 
12518 NNP Mattis 1.09330242932e-05 
12519 NNP Brunei 1.09330242932e-05 
12520 NNP This 2.18660485864e-05 
12521 NNP Indonesia 5.46651214659e-05 
12522 NNP Neptune 3.27990728795e-05 
12523 NNP Marinaro 3.27990728795e-05 
12524 NNP BURBANK 1.09330242932e-05 
12525 NNP Azioni 1.09330242932e-05 
12526 NNP Helm 1.09330242932e-05 
12527 NNP Harley-Davidson 3.27990728795e-05 
12528 NNP Thin 1.09330242932e-05 
12529 NNP Mattia 1.09330242932e-05 
12530 NNP Agnew 2.18660485864e-05 
12531 NNP Finance 0.000404521898848 
12532 NNP Alito 2.18660485864e-05 
12533 NNP Wegener 1.09330242932e-05 
12534 NNP Dayton 5.46651214659e-05 
12535 NNP Charlton 1.09330242932e-05 
12536 NNP Currency 4.37320971727e-05 
12537 NNP Hyde 5.46651214659e-05 
12538 NNP Hallucigenia 1.09330242932e-05 
12539 NNP Divine 1.09330242932e-05 
12540 NNP Landscape 1.09330242932e-05 
12541 NNP Bhutto 1.09330242932e-05 
12542 NNP Belfast 1.09330242932e-05 
12543 NNP Bartholow 1.09330242932e-05 
12544 NNP Martin 0.000349856777382 
12545 NNP K. 0.000120263267225 
12546 NNP McCullough 1.09330242932e-05 
12547 NNP G.O. 1.09330242932e-05 
12548 NNP Graves 1.09330242932e-05 
12549 NNP Idrocarburi 1.09330242932e-05 
12550 NNP Local 2.18660485864e-05 
12551 NNP Saab 0.000273325607329 
12552 NNP Chiefs 1.09330242932e-05 
12553 NNP Feess 1.09330242932e-05 
12554 NNP North 0.00115890057508 
12555 NNP Centre 1.09330242932e-05 
12556 NNP Voss 1.09330242932e-05 
12557 NNP Bonaventure 1.09330242932e-05 
12558 NNP Outreach 1.09330242932e-05 
12559 NNP Coates 6.55981457591e-05 
12560 NNP Bindal 1.09330242932e-05 
12561 NNP Duston 1.09330242932e-05 
12562 NNP View 0.000131196291518 
12563 NNP Margo 1.09330242932e-05 
12564 NNP Leumi 1.09330242932e-05 
12565 NNP Givaudan 3.27990728795e-05 
12566 NNP Ke 1.09330242932e-05 
12567 NNP Meredith 0.000196794437277 
12568 NNP Alderson 1.09330242932e-05 
12569 NNP Kirschner 2.18660485864e-05 
12570 NNP Ku 1.09330242932e-05 
12571 NNP LIBOR 0.000142129315811 
12572 NNP Ky 4.37320971727e-05 
12573 NNP Nuys 2.18660485864e-05 
12574 NNP Belth 1.09330242932e-05 
12575 NNP Denrees 1.09330242932e-05 
12576 NNP Ellesmere 1.09330242932e-05 
12577 NNP Berger 2.18660485864e-05 
12578 NNP Explonaft 2.18660485864e-05 
12579 NNP KK 1.09330242932e-05 
12580 NNP Galax 1.09330242932e-05 
12581 NNP Kennedy-Waxman 1.09330242932e-05 
12582 NNP McDermott 2.18660485864e-05 
12583 NNP Fletcher 8.74641943454e-05 
12584 NNP Corrupt 4.37320971727e-05 
12585 NNP Peter 0.0009621061378 
12586 NNP Bergen 3.27990728795e-05 
12587 NNP M&A 2.18660485864e-05 
12588 NNP Suhler 2.18660485864e-05 
12589 NNP U.Cal-Davis 1.09330242932e-05 
12590 NNP Keogh 1.09330242932e-05 
12591 NNP Anton 4.37320971727e-05 
12592 NNP Sirota 1.09330242932e-05 
12593 NNP Ailes 3.27990728795e-05 
12594 NNP Kinnard 1.09330242932e-05 
12595 NNP Metromedia 9.83972186386e-05 
12596 NNP Isikoff 1.09330242932e-05 
12597 NNP Breakers 1.09330242932e-05 
12598 NNP Kremlin 6.55981457591e-05 
12599 NNP Cheryl 1.09330242932e-05 
12600 NNP Alton 2.18660485864e-05 
12601 NNP Winnebago 0.000109330242932 
12602 NNP Braking 1.09330242932e-05 
12603 NNP Duane 1.09330242932e-05 
12604 NNP Bayerische 3.27990728795e-05 
12605 NNP Angrist 1.09330242932e-05 
12606 NNP Altos 2.18660485864e-05 
12607 NNP Lichtenstein 1.09330242932e-05 
12608 NNP Howie 1.09330242932e-05 
12609 NNP Moines 1.09330242932e-05 
12610 NNP McGuire 1.09330242932e-05 
12611 NNP Delchamps 4.37320971727e-05 
12612 NNP Sidley-Ashurst 1.09330242932e-05 
12613 NNP Kirkpatrick 1.09330242932e-05 
12614 NNP Commodities 2.18660485864e-05 
12615 NNP Detroit 0.000295191655916 
12616 NNP Mercedes 6.55981457591e-05 
12617 NNP Gregory 7.65311700523e-05 
12618 NNP Dodger 1.09330242932e-05 
12619 NNP Lindsay 1.09330242932e-05 
12620 NNP Bens 1.09330242932e-05 
12621 NNP Wollo 1.09330242932e-05 
12622 NNP Contel 0.000131196291518 
12623 NNP Coeur 1.09330242932e-05 
12624 NNP Instruments 6.55981457591e-05 
12625 NNP Prague 4.37320971727e-05 
12626 NNP Benz 1.09330242932e-05 
12627 NNP Loco 1.09330242932e-05 
12628 NNP Polyconomics 2.18660485864e-05 
12629 NNP High 0.000196794437277 
12630 NNP Pol 1.09330242932e-05 
12631 NNP Beng 1.09330242932e-05 
12632 NNP Earth 0.000174928388691 
12633 NNP Pryce 1.09330242932e-05 
12634 NNP Benj 1.09330242932e-05 
12635 NNP Appleseed 1.09330242932e-05 
12636 NNP Carlyle 1.09330242932e-05 
12637 NNP Buddy 6.55981457591e-05 
12638 NNP Dumpty 1.09330242932e-05 
12639 NNP Kafaroff 1.09330242932e-05 
12640 NNP Shima 1.09330242932e-05 
12641 NNP Chemical 0.00072157960335 
12642 NNP TOPAZ 1.09330242932e-05 
12643 NNP Industrials 1.09330242932e-05 
12644 NNP Rodman 1.09330242932e-05 
12645 NNP Wilkinson 2.18660485864e-05 
12646 NNP Sorbus 1.09330242932e-05 
12647 NNP El-Abed 1.09330242932e-05 
12648 NNP Che 1.09330242932e-05 
12649 NNP Nguyen 7.65311700523e-05 
12650 NNP EniChem 1.09330242932e-05 
12651 NNP Fibreboard 1.09330242932e-05 
12652 NNP Jay 0.000153062340105 
12653 NNP Legent 6.55981457591e-05 
12654 NNP Schloss 1.09330242932e-05 
12655 NNP Osborne 1.09330242932e-05 
12656 NNP Denenchofu 1.09330242932e-05 
12657 NNP Giuliani 0.000251459558743 
12658 NNP Legend 2.18660485864e-05 
12659 NNP Slosberg 1.09330242932e-05 
12660 NNP Poulin 1.09330242932e-05 
12661 NNP UV-B 1.09330242932e-05 
12662 NNP Enright 1.09330242932e-05 
12663 NNP TCI 9.83972186386e-05 
12664 NNP THR 1.09330242932e-05 
12665 NNP Whiskey 1.09330242932e-05 
12666 NNP Golf 3.27990728795e-05 
12667 NNP THE 1.09330242932e-05 
12668 NNP Falco 2.18660485864e-05 
12669 NNP NIH 0.000131196291518 
12670 NNP Gold 0.000196794437277 
12671 NNP Re 5.46651214659e-05 
12672 NNP Sullivan 0.000163995364398 
12673 NNP Maury 4.37320971727e-05 
12674 NNP Lieber 3.27990728795e-05 
12675 NNP ITEL 1.09330242932e-05 
12676 NNP Halsey 3.27990728795e-05 
12677 NNP Kueneke 1.09330242932e-05 
12678 NNP FDA 0.000295191655916 
12679 NNP Zaishuo 1.09330242932e-05 
12680 NNP Siniscal 1.09330242932e-05 
12681 NNP FCB\/Leber 4.37320971727e-05 
12682 NNP Relocation 2.18660485864e-05 
12683 NNP LMEYER 1.09330242932e-05 
12684 NNP Unity 1.09330242932e-05 
12685 NNP Shearon 1.09330242932e-05 
12686 NNP Merieux 0.00020772746157 
12687 NNP Hirsch 2.18660485864e-05 
12688 NNP Units 1.09330242932e-05 
12689 NNP Narcotics 1.09330242932e-05 
12690 NNP Wardwell 1.09330242932e-05 
12691 NNP Olissa 1.09330242932e-05 
12692 NNP Cabrera 0.000153062340105 
12693 NNP Ramtron 2.18660485864e-05 
12694 NNP Shiflett 1.09330242932e-05 
12695 NNP Wrangler 1.09330242932e-05 
12696 NNP Torchmark 1.09330242932e-05 
12697 NNP Browning 2.18660485864e-05 
12698 NNP Democrat 0.000284258631623 
12699 NNP Minnie 1.09330242932e-05 
12700 NNP Smith-Kline 1.09330242932e-05 
12701 NNP Enserch 6.55981457591e-05 
12702 NNP Pretoria 3.27990728795e-05 
12703 NNP Retrieval 2.18660485864e-05 
12704 NNP Greater 1.09330242932e-05 
12705 NNP Kemper 0.000229593510157 
12706 NNP Donnelly 1.09330242932e-05 
12707 NNP J.F. 1.09330242932e-05 
12708 NNP Daignault 1.09330242932e-05 
12709 NNP Strait 1.09330242932e-05 
12710 NNP Aluminium 3.27990728795e-05 
12711 NNP Indies 1.09330242932e-05 
12712 NNP Meta 1.09330242932e-05 
12713 NNP Blankenship 2.18660485864e-05 
12714 NNP Dynamics 8.74641943454e-05 
12715 NNP Rolls 1.09330242932e-05 
12716 NNP Timothy 7.65311700523e-05 
12717 NNP Delhi 4.37320971727e-05 
12718 NNP Harriman 2.18660485864e-05 
12719 NNP Keynes 1.09330242932e-05 
12720 NNP Headley 1.09330242932e-05 
12721 NNP Brick 2.18660485864e-05 
12722 NNP Lily 1.09330242932e-05 
12723 NNP Mendes 2.18660485864e-05 
12724 NNP Leong 1.09330242932e-05 
12725 NNP Perrin 2.18660485864e-05 
12726 NNP Spiegelman 1.09330242932e-05 
12727 NNP Margolis 1.09330242932e-05 
12728 NNP Sandra 5.46651214659e-05 
12729 NNP MBA 2.18660485864e-05 
12730 NNP Benson 0.000196794437277 
12731 NNP Toronto 0.000470120044607 
12732 NNP Exxon 0.000612249360418 
12733 NNP Guild 1.09330242932e-05 
12734 NNP Ababa 2.18660485864e-05 
12735 NNP Pothier 1.09330242932e-05 
12736 NNP Gerrard 1.09330242932e-05 
12737 NNP Face 1.09330242932e-05 
12738 NNP Credit 0.000590383311832 
12739 NNP CAPITAL 1.09330242932e-05 
12740 NNP CDs 1.09330242932e-05 
12741 NNP BizMart 2.18660485864e-05 
12742 NNP Richardson 5.46651214659e-05 
12743 NNP Navigation 0.000655981457591 
12744 NNP Innopac 7.65311700523e-05 
12745 NNP Force 0.000426387947434 
12746 NNP CDA 1.09330242932e-05 
12747 NNP CDC 2.18660485864e-05 
12748 NNP CDL 5.46651214659e-05 
12749 NNP Halloween 7.65311700523e-05 
12750 NNP Kleinaitis 2.18660485864e-05 
12751 NNP CDU 1.09330242932e-05 
12752 NNP PLC 0.0011261015022 
12753 NNP Nortek 2.18660485864e-05 
12754 NNP PLO 0.000120263267225 
12755 NNP Pagones 1.09330242932e-05 
12756 NNP Taiwan 0.000262392583036 
12757 NNP Quill 1.09330242932e-05 
12758 NNP Bollinger 1.09330242932e-05 
12759 NNP Conradies 1.09330242932e-05 
12760 NNP Arnott 1.09330242932e-05 
12761 NNP Miner 3.27990728795e-05 
12762 NNP Mines 4.37320971727e-05 
12763 NNP Francisco-area 1.09330242932e-05 
12764 NNP Kabul 0.000196794437277 
12765 NNP Rymer 2.18660485864e-05 
12766 NNP Goldwater 1.09330242932e-05 
12767 NNP DJIA 4.37320971727e-05 
12768 NNP Strom 2.18660485864e-05 
12769 NNP Goldscheider 1.09330242932e-05 
12770 NNP Stroh 2.18660485864e-05 
12771 NNP Hope 1.09330242932e-05 
12772 NNP Trout 2.18660485864e-05 
12773 NNP Cambrex 1.09330242932e-05 
12774 NNP Lurie 2.18660485864e-05 
12775 NNP Cable 0.00024052653445 
12776 NNP Huntsville 1.09330242932e-05 
12777 NNP Culver 2.18660485864e-05 
12778 NNP Witman 2.18660485864e-05 
12779 NNP Reinhold 2.18660485864e-05 
12780 NNP Londe 1.09330242932e-05 
12781 NNP Resource 5.46651214659e-05 
12782 NNP Third 0.000196794437277 
12783 NNP Purdue 1.09330242932e-05 
12784 NNP MTV 4.37320971727e-05 
12785 NNP Tambo 1.09330242932e-05 
12786 NNP Reid 1.09330242932e-05 
12787 NNP Wal-Mart 1.09330242932e-05 
12788 NNP Axa-Midi 4.37320971727e-05 
12789 NNP HIAA 2.18660485864e-05 
12790 NNP MTM 0.000153062340105 
12791 NNP Manuel 0.000131196291518 
12792 NNP Houston 0.000535718190366 
12793 NNP DuCharme 1.09330242932e-05 
12794 NNP Pierre 5.46651214659e-05 
12795 NNP Perkins 1.09330242932e-05 
12796 NNP States 9.83972186386e-05 
12797 NNP ARA 1.09330242932e-05 
12798 NNP Moral 1.09330242932e-05 
12799 NNP Moran 4.37320971727e-05 
12800 NNP Jr. 0.000896507992041 
12801 NNP Welch 7.65311700523e-05 
12802 NNP Kleinwort 0.000131196291518 
12803 NNP Shearson 0.0011151684779 
12804 NNP HRH 1.09330242932e-05 
12805 NNP Eaux 2.18660485864e-05 
12806 NNP Sunshine 1.09330242932e-05 
12807 NNP 1989A 3.27990728795e-05 
12808 NNP 1989B 2.18660485864e-05 
12809 NNP Insilco 1.09330242932e-05 
12810 NNP Ayers 1.09330242932e-05 
12811 NNP Aruba 3.27990728795e-05 
12812 NNP Shale 5.46651214659e-05 
12813 NNP Argentina 5.46651214659e-05 
12814 NNP Nicholas 0.000229593510157 
12815 NNP R. 0.000830909846282 
12816 NNP Marin 5.46651214659e-05 
12817 NNP Fay 1.09330242932e-05 
12818 NNP InfoCorp 2.18660485864e-05 
12819 NNP Tracers 2.18660485864e-05 
12820 NNP Islamic 2.18660485864e-05 
12821 NNP Far 0.000218660485864 
12822 NNP Southwestern 9.83972186386e-05 
12823 NNP Prohibition 1.09330242932e-05 
12824 NNP Diagnostic 1.09330242932e-05 
12825 NNP Fujisawa 6.55981457591e-05 
12826 NNP Quotron 0.000273325607329 
12827 NNP Fab 2.18660485864e-05 
12828 NNP Mouth 1.09330242932e-05 
12829 NNP Institution 5.46651214659e-05 
12830 NNP MINING 1.09330242932e-05 
12831 NNP Pearson 4.37320971727e-05 
12832 NNP Jaffe 2.18660485864e-05 
12833 NNP Battista 1.09330242932e-05 
12834 NNP Lubkin 1.09330242932e-05 
12835 NNP Drug 0.000371722825968 
12836 NNP Recording 1.09330242932e-05 
12837 NNP Populares 1.09330242932e-05 
12838 NNP Norimasa 1.09330242932e-05 
12839 NNP Components 5.46651214659e-05 
12840 NNP Schumacher 2.18660485864e-05 
12841 NNP Newspaper 2.18660485864e-05 
12842 NNP CAMBREX 1.09330242932e-05 
12843 NNP Vila 0.000120263267225 
12844 NNP Marie 2.18660485864e-05 
12845 NNP Maumee 1.09330242932e-05 
12846 NNP Mersa 1.09330242932e-05 
12847 NNP Paranormal 2.18660485864e-05 
12848 NNP Frosted 1.09330242932e-05 
12849 NNP Iverson 0.000109330242932 
12850 NNP Honey 1.09330242932e-05 
12851 NNP Clubs 1.09330242932e-05 
12852 NNP Inspector 1.09330242932e-05 
12853 NNP Desc 3.27990728795e-05 
12854 NNP Schaumburg 2.18660485864e-05 
12855 NNP Bunting 2.18660485864e-05 
12856 NNP Milken 5.46651214659e-05 
12857 NNP Bouygues 2.18660485864e-05 
12858 NNP Fuller 1.09330242932e-05 
12859 NNP Shulman 1.09330242932e-05 
12860 NNP Sun 0.000590383311832 
12861 NNP Section 0.000120263267225 
12862 NNP IAFP 6.55981457591e-05 
12863 NNP Guildford 1.09330242932e-05 
12864 NNP Suh 1.09330242932e-05 
12865 NNP Boucheron 1.09330242932e-05 
12866 NNP Bronces 1.09330242932e-05 
12867 NNP Kahn 2.18660485864e-05 
12868 NNP Rwanda 1.09330242932e-05 
12869 NNP Bonanza 2.18660485864e-05 
12870 NNP Cooperation 2.18660485864e-05 
12871 NNP Harwood 1.09330242932e-05 
12872 NNP Jonathan 0.000120263267225 
12873 NNP Zukin 1.09330242932e-05 
12874 NNP Sherren 1.09330242932e-05 
12875 NNP Singapore 0.000459187020314 
12876 NNP Wildbad 1.09330242932e-05 
12877 NNP Sihanouk 5.46651214659e-05 
12878 NNP Himebaugh 2.18660485864e-05 
12879 NNP Schwab 4.37320971727e-05 
12880 NNP Glazer 7.65311700523e-05 
12881 NNP Shere 6.55981457591e-05 
12882 NNP FK-506 6.55981457591e-05 
12883 NNP Heartwise 1.09330242932e-05 
12884 NNP Population 3.27990728795e-05 
12885 NNP Rothschild 0.000251459558743 
12886 NNP BUNDY'S 1.09330242932e-05 
12887 NNP Ehman 3.27990728795e-05 
12888 NNP Range 1.09330242932e-05 
12889 NNP Darlow 1.09330242932e-05 
12890 NNP Chester 2.18660485864e-05 
12891 NNP Maui 2.18660485864e-05 
12892 NNP Chemistry 1.09330242932e-05 
12893 NNP Willem 1.09330242932e-05 
12894 NNP Esteli 1.09330242932e-05 
12895 NNP Autodesk 1.09330242932e-05 
12896 NNP Kaifu 2.18660485864e-05 
12897 NNP SPCA 2.18660485864e-05 
12898 NNP Leiby 1.09330242932e-05 
12899 NNP Americans 4.37320971727e-05 
12900 NNP Festiva 1.09330242932e-05 
12901 NNP Buick 1.09330242932e-05 
12902 NNP Fosset 1.09330242932e-05 
12903 NNP Guppy 1.09330242932e-05 
12904 NNP Pointes 1.09330242932e-05 
12905 NNP Sasaki 1.09330242932e-05 
12906 NNP DWG 4.37320971727e-05 
12907 NNP WTXF 2.18660485864e-05 
12908 NNP Morgan 0.0012791638423 
12909 NNP Cornell 7.65311700523e-05 
12910 NNP Juan 3.27990728795e-05 
12911 NNP Messerschmitt-Boelkow-Blohm 1.09330242932e-05 
12912 NNP Stockard 1.09330242932e-05 
12913 NNP Conrail 4.37320971727e-05 
12914 NNP Hawke 1.09330242932e-05 
12915 NNP Schuler 1.09330242932e-05 
12916 NNP Telelawyer 4.37320971727e-05 
12917 NNP Enforcement 6.55981457591e-05 
12918 NNP Ivory 6.55981457591e-05 
12919 NNP Ball 8.74641943454e-05 
12920 NNP van 7.65311700523e-05 
12921 NNP Baer 3.27990728795e-05 
12922 NNP Bali 1.09330242932e-05 
12923 NNP Financo 1.09330242932e-05 
12924 NNP Amy 2.18660485864e-05 
12925 NNP Challenger 1.09330242932e-05 
12926 NNP Artois 1.09330242932e-05 
12927 NNP Bruner 2.18660485864e-05 
12928 NNP Alps 1.09330242932e-05 
12929 NNP Davison 2.18660485864e-05 
12930 NNP Kenji 2.18660485864e-05 
12931 NNP Science 0.000120263267225 
12932 NNP Poole 1.09330242932e-05 
12933 NNP NASDAQ 1.09330242932e-05 
12934 NNP Allday 5.46651214659e-05 
12935 NNP Turandot 1.09330242932e-05 
12936 NNP Suggestion 2.18660485864e-05 
12937 NNP Hans-Dietrich 1.09330242932e-05 
12938 NNP Anastasio 1.09330242932e-05 
12939 NNP Consumer 0.000109330242932 
12940 NNP Sills 1.09330242932e-05 
12941 NNP Kollmorgen 1.09330242932e-05 
12942 NNP Tel 2.18660485864e-05 
12943 NNP Grobstein 3.27990728795e-05 
12944 NNP Tea 1.09330242932e-05 
12945 NNP Barabolak 1.09330242932e-05 
12946 NNP Omni 6.55981457591e-05 
12947 NNP Ted 0.000142129315811 
12948 NNP Pemberton 1.09330242932e-05 
12949 NNP Britain 0.00146502525529 
12950 NNP Reuven 1.09330242932e-05 
12951 NNP Quezon 1.09330242932e-05 
12952 NNP Tet 4.37320971727e-05 
12953 NNP Sprecher 1.09330242932e-05 
12954 NNP Hockney 1.09330242932e-05 
12955 NNP Savageau 3.27990728795e-05 
12956 NNP Poag 1.09330242932e-05 
12957 NNP Mortgage-Backed 1.09330242932e-05 
12958 NNP Kimba 1.09330242932e-05 
12959 NNP Vancouver 8.74641943454e-05 
12960 NNP Soichiro 1.09330242932e-05 
12961 NNP Electronics 0.000163995364398 
12962 NNP Gaubert 9.83972186386e-05 
12963 NNP Marilyn 3.27990728795e-05 
12964 NNP Wiedemann 3.27990728795e-05 
12965 NNP Sessions 1.09330242932e-05 
12966 NNP Quentin 1.09330242932e-05 
12967 NNP Adamski 1.09330242932e-05 
12968 NNP Fuji 0.00020772746157 
12969 NNP Mario 7.65311700523e-05 
12970 NNP Kriz 4.37320971727e-05 
12971 NNP Proposition 2.18660485864e-05 
12972 NNP Bartlesville 2.18660485864e-05 
12973 NNP KerrMcGee 1.09330242932e-05 
12974 NNP Dese 1.09330242932e-05 
12975 NNP Manufacturing 0.000109330242932 
12976 NNP CenTrust 0.00024052653445 
12977 NNP Raful 1.09330242932e-05 
12978 NNP Milburn 1.09330242932e-05 
12979 NNP Maria 7.65311700523e-05 
12980 NNP Route 1.09330242932e-05 
12981 NNP MADD 3.27990728795e-05 
12982 NNP Warburg 7.65311700523e-05 
12983 NNP Payson 2.18660485864e-05 
12984 NNP Future 1.09330242932e-05 
12985 NNP Karim 1.09330242932e-05 
12986 NNP Creditbank 1.09330242932e-05 
12987 NNP Weaver 3.27990728795e-05 
12988 NNP Baltimore 0.000306124680209 
12989 NNP Dover 3.27990728795e-05 
12990 NNP NFIB 3.27990728795e-05 
12991 NNP Coach 1.09330242932e-05 
12992 NNP Garbage 1.09330242932e-05 
12993 NNP Roswell 1.09330242932e-05 
12994 NNP Sheehy 1.09330242932e-05 
12995 NNP Hemingway 2.18660485864e-05 
12996 NNP Bellas 1.09330242932e-05 
12997 NNP Keizai 4.37320971727e-05 
12998 NNP Vivien 1.09330242932e-05 
12999 NNP Ditch 1.09330242932e-05 
13000 NNP Assurances 5.46651214659e-05 
13001 NNP Sinfonia 3.27990728795e-05 
13002 CD 35442.40 2.73463137169e-05 
13003 CD 26.02 2.73463137169e-05 
13004 CD 6,050 2.73463137169e-05 
13005 CD 810,700 2.73463137169e-05 
13006 CD 1,800 0.000191424196018 
13007 CD 5,440 2.73463137169e-05 
13008 CD 0.12 5.46926274338e-05 
13009 CD 532,000 2.73463137169e-05 
13010 CD 1,770 2.73463137169e-05 
13011 CD 4,930 2.73463137169e-05 
13012 CD four 0.00721942682126 
13013 CD 50,005,000 2.73463137169e-05 
13014 CD 9.58 2.73463137169e-05 
13015 CD 549,365 2.73463137169e-05 
13016 CD 801,835 2.73463137169e-05 
13017 CD 1868 5.46926274338e-05 
13018 CD 163.3 2.73463137169e-05 
13019 CD 14.50 2.73463137169e-05 
13020 CD 9.50 0.000109385254868 
13021 CD 9.51 5.46926274338e-05 
13022 CD 461,200 2.73463137169e-05 
13023 CD 1.16 0.000164077882301 
13024 CD 1.17 8.20389411507e-05 
13025 CD 1.14 5.46926274338e-05 
13026 CD 1.15 0.000328155764603 
13027 CD 1.12 0.000218770509735 
13028 CD 1.13 0.000109385254868 
13029 CD 1.10 0.000273463137169 
13030 CD 1.11 0.000246116823452 
13031 CD 9,000 0.000136731568585 
13032 CD 160 0.00035550207832 
13033 CD 260.5 2.73463137169e-05 
13034 CD 601.3 2.73463137169e-05 
13035 CD 161.5 5.46926274338e-05 
13036 CD 62,872 2.73463137169e-05 
13037 CD 1.18 0.000218770509735 
13038 CD 1.19 0.000246116823452 
13039 CD 7.61 0.000109385254868 
13040 CD 7.60 0.000136731568585 
13041 CD 346 2.73463137169e-05 
13042 CD 7.62 8.20389411507e-05 
13043 CD 340 0.000136731568585 
13044 CD 342 5.46926274338e-05 
13045 CD 112.16 2.73463137169e-05 
13046 CD 5,700 2.73463137169e-05 
13047 CD 262.4 2.73463137169e-05 
13048 CD 163 8.20389411507e-05 
13049 CD 349 2.73463137169e-05 
13050 CD 1958 8.20389411507e-05 
13051 CD 1,977 2.73463137169e-05 
13052 CD 656.5 2.73463137169e-05 
13053 CD 6.05 2.73463137169e-05 
13054 CD 1230.80 5.46926274338e-05 
13055 CD 45.3 5.46926274338e-05 
13056 CD 45.2 8.20389411507e-05 
13057 CD 1,111 5.46926274338e-05 
13058 CD 177.4 2.73463137169e-05 
13059 CD 786,700 2.73463137169e-05 
13060 CD 7.19 0.000109385254868 
13061 CD 44.50 2.73463137169e-05 
13062 CD 2,840 2.73463137169e-05 
13063 CD 15.75 5.46926274338e-05 
13064 CD 15.72 5.46926274338e-05 
13065 CD 961 5.46926274338e-05 
13066 CD 736 2.73463137169e-05 
13067 CD 17.39 2.73463137169e-05 
13068 CD 2,680 2.73463137169e-05 
13069 CD 16.56 2.73463137169e-05 
13070 CD 173.5 2.73463137169e-05 
13071 CD 173.1 5.46926274338e-05 
13072 CD 173.3 2.73463137169e-05 
13073 CD 1.1960 2.73463137169e-05 
13074 CD 315,000 5.46926274338e-05 
13075 CD 298 2.73463137169e-05 
13076 CD 299 2.73463137169e-05 
13077 CD 2189 2.73463137169e-05 
13078 CD 297 2.73463137169e-05 
13079 CD 294 5.46926274338e-05 
13080 CD 295 2.73463137169e-05 
13081 CD 1940s 2.73463137169e-05 
13082 CD 293 5.46926274338e-05 
13083 CD 290 0.000109385254868 
13084 CD 291 2.73463137169e-05 
13085 CD 45,000-$60,000 2.73463137169e-05 
13086 CD 395,000 2.73463137169e-05 
13087 CD 2,360 5.46926274338e-05 
13088 CD 1,600 8.20389411507e-05 
13089 CD 587 2.73463137169e-05 
13090 CD 9,756 2.73463137169e-05 
